lg	inLg	name
en	bgc	Haryanvi
en	bgd	Rathwi Bareli
en	bge	Bauria
en	bgf	Bangandu
en	bgg	Bugun
en	bgi	Giangan
en	bgj	Bangolan
en	bgk	Bit
en	bgl	Bo (Laos)
en	bgn	Western Balochi
en	bgo	Baga Koga
en	bgp	Eastern Balochi
en	bgq	Bagri
en	bgr	Bawm Chin
en	bgs	Tagabawa
en	bgt	Bughotu
en	bgu	Mbongno
en	bgv	Warkay-Bipim
en	bgw	Bhatri
en	bgx	Balkan Gagauz Turkish
en	bgy	Benggoi
en	bgz	Banggai
en	bha	Bharia
en	bhb	Bhili
en	bhc	Biga
en	bhd	Bhadrawahi
en	bhe	Bhaya
en	bhf	Odiai
en	bhg	Binandere
en	bhh	Bukharic
en	bhi	Bhilali
en	bhj	Bahing
en	bhl	Bimin
en	bhm	Bathari
en	bhn	Bohtan Neo-Aramaic
en	bho	Bhojpuri
en	bhp	Bima
en	bhq	Tukang Besi South
en	bhr	Bara Malagasy
en	bhs	Buwal
en	bht	Bhattiyali
en	bhu	Bhunjia
en	bhv	Bahau
en	bhw	Biak
en	bhx	Bhalay
en	bhy	Bhele
en	bhz	Bada (Indonesia)
en	bia	Badimaya
en	bib	Bissa
en	bic	Bikaru
en	bid	Bidiyo
en	bie	Bepour
en	bif	Biafada
en	big	Biangai
en	bij	Vaghat-Ya-Bijim-Legeri
en	bik	Bikol
en	bil	Bile
en	bim	Bimoba
en	bin	Bini
en	bio	Nai
en	bip	Bila
en	biq	Bipi
en	bir	Bisorio
en	bi	Bislama
en	bit	Berinomo
en	biu	Biete
en	biv	Southern Birifor
en	biw	Kol (Cameroon)
en	bix	Bijori
en	biy	Birhor
en	biz	Baloi
en	bja	Budza
en	bjb	Banggarla
en	bjc	Bariji
en	bje	Biao-Jiao Mien
en	bjf	Barzani Jewish Neo-Aramaic
en	bjg	Bidyogo
en	bjh	Bahinemo
en	bji	Burji
en	bjj	Kanauji
en	bjk	Barok
en	bjl	Bulu (Papua New Guinea)
en	bjm	Bajelani
en	bjn	Banjar
en	bjo	Mid-Southern Banda
en	bjp	Fanamaket
en	bjr	Binumarien
en	bjs	Bajan
en	bjt	Balanta-Ganja
en	bju	Busuu
en	bjv	Bedjond
en	bjw	Bakwé
en	bjx	Banao Itneg
en	bjy	Bayali
en	bjz	Baruga
en	bka	Kyak
en	bkc	Baka (Cameroon)
en	bkd	Binukid
en	bkf	Beeke
en	bkg	Buraka
en	bkh	Bakoko
en	bki	Baki
en	bkj	Pande
en	bkk	Brokskat
en	bkl	Berik
en	bkm	Kom (Cameroon)
en	bkn	Bukitan
en	bko	Kwa'
en	bkp	Boko (Democratic Republic of Congo)
en	bkq	Bakairí
en	bkr	Bakumpai
en	bks	Northern Sorsoganon
en	bkt	Boloki
en	bku	Buhid
en	bkv	Bekwarra
en	bkw	Bekwel
en	bkx	Baikeno
en	bky	Bokyi
en	bkz	Bungku
en	bla	Siksika
en	blb	Bilua
en	blc	Bella Coola
en	bld	Bolango
en	ble	Balanta-Kentohe
en	blf	Buol
en	blg	Balau
en	blh	Kuwaa
en	bli	Bolia
en	blj	Bolongan
en	blk	Pa'o Karen
en	bll	Biloxi
en	blm	Beli (Sudan)
en	bln	Southern Catanduanes Bikol
en	blo	Anii
en	blp	Blablanga
en	blq	Baluan-Pam
en	blr	Blang
en	bls	Balaesang
en	blt	Tai Dam
en	blv	Kibala
en	blw	Balangao
en	blx	Mag-Indi Ayta
en	bly	Notre
en	blz	Balantak
en	bma	Lame
en	bmb	Bembe
en	bmc	Biem
en	bmd	Baga Manduri
en	bme	Limassa
en	bmf	Bom-Kim
en	bmg	Bamwe
en	bmh	Kein
en	bmi	Bagirmi
en	bmj	Bote-Majhi
en	bmk	Ghayavi
en	bml	Bomboli
en	bmm	Northern Betsimisaraka Malagasy
en	bmn	Bina (Papua New Guinea)
en	bmo	Bambalang
en	bmp	Bulgebi
en	bmq	Bomu
en	bmr	Muinane
en	bms	Bilma Kanuri
en	bmt	Biao Mon
en	bmu	Somba-Siawari
en	bmv	Bum
en	bmw	Bomwali
en	bmx	Baimak
en	bmz	Baramu
en	bna	Bonerate
en	bnb	Bookan
en	bnc	Bontok
en	bnd	Banda (Indonesia)
en	bne	Bintauna
en	bnf	Masiwang
en	bng	Benga
en	bni	Bangi
en	bnj	Eastern Tawbuid
en	bnk	Bierebo
en	bnl	Boon
en	bnm	Batanga
en	bnn	Bunun
en	bno	Bantoanon
en	bnp	Bola
en	bnq	Bantik
en	bnr	Butmas-Tur
en	bns	Bundeli
en	bnu	Bentong
en	bnv	Bonerif
en	bnw	Bisis
en	bnx	Bangubangu
en	bny	Bintulu
en	bnz	Beezen
en	boa	Bora
en	bob	Aweer
en	bo	Tibetan
en	boe	Mundabli
en	bof	Bolon
en	bog	Bamako Sign Language
en	boh	Boma
en	boi	Barbareño
en	boj	Anjam
en	bok	Bonjo
en	bol	Bole
en	bom	Berom
en	bon	Bine
en	boo	Tiemacèwè Bozo
en	bop	Bonkiman
en	boq	Bogaya
en	bor	Borôro
en	bs	Bosnian
en	bot	Bongo
en	bou	Bondei
en	bov	Tuwuli
en	bow	Rema
en	box	Buamu
en	boy	Bodo (Central African Republic)
en	boz	Tiéyaxo Bozo
en	bpa	Daakaka
en	bpb	Barbacoas
en	bpd	Banda-Banda
en	bpg	Bonggo
en	bph	Botlikh
en	bpi	Bagupi
en	bpj	Binji
en	bpk	Orowe
en	bpl	Broome Pearling Lugger Pidgin
en	bpm	Biyom
en	bpn	Dzao Min
en	bpo	Anasi
en	bpp	Kaure
en	bpq	Banda Malay
en	bpr	Koronadal Blaan
en	bps	Sarangani Blaan
en	bpt	Barrow Point
en	bpu	Bongu
en	bpv	Bian Marind
en	bpw	Bo (Papua New Guinea)
en	bpx	Palya Bareli
en	bpy	Bishnupriya
en	bpz	Bilba
en	bqa	Tchumbuli
en	bqb	Bagusa
en	bqc	Boko (Benin)
en	bqd	Bung
en	bqf	Baga Kaloum
en	bqg	Bago-Kusuntu
en	bqh	Baima
en	bqi	Bakhtiari
en	bqj	Bandial
en	bqk	Banda-Mbrès
en	bql	Bilakura
en	bqm	Wumboko
en	bqn	Bulgarian Sign Language
en	bqo	Balo
en	bqp	Busa
en	bqq	Biritai
en	bqr	Burusu
en	bqs	Bosngun
en	bqt	Bamukumbit
en	bqu	Boguru
en	bqv	Koro Wachi
en	bqw	Buru (Nigeria)
en	bqx	Baangi
en	bqy	Bengkala Sign Language
en	bqz	Bakaka
en	bra	Braj
en	brb	Lave
en	brc	Berbice Creole Dutch
en	brd	Baraamu
en	br	Breton
en	brf	Bera
en	brg	Baure
en	brh	Brahui
en	bri	Mokpwe
en	brj	Bieria
en	brk	Birked
en	brl	Birwa
en	brm	Barambu
en	brn	Boruca
en	bro	Brokkat
en	brp	Barapasi
en	brq	Breri
en	brr	Birao
en	brs	Baras
en	brt	Bitare
en	bru	Eastern Bru
en	brv	Western Bru
en	brw	Bellari
en	brx	Bodo (India)
en	bry	Burui
en	brz	Bilbil
en	bsa	Abinomn
en	bsb	Brunei Bisaya
en	bsc	Bassari
en	bse	Wushi
en	bsf	Bauchi
en	bsg	Bashkardi
en	bsh	Kati
en	bsi	Bassossi
en	bsj	Bangwinji
en	bsk	Burushaski
en	bsl	Basa-Gumna
en	bsm	Busami
en	bsn	Barasana-Eduria
en	bso	Buso
en	bsp	Baga Sitemu
en	bsq	Bassa
en	bsr	Bassa-Kontagora
en	bss	Akoose
en	bst	Basketo
en	bsu	Bahonsuai
en	bsv	Baga Sobané
en	bsw	Baiso
en	bsx	Yangkam
en	bsy	Sabah Bisaya
en	bta	Bata
en	btc	Bati (Cameroon)
en	btd	Batak Dairi
en	bte	Gamo-Ningi
en	btf	Birgit
en	btg	Gagnoa Bété
en	bth	Biatah Bidayuh
en	bti	Burate
en	btj	Bacanese Malay
en	btm	Batak Mandailing
en	btn	Ratagnon
en	bto	Rinconada Bikol
en	btp	Budibud
en	btq	Batek
en	btr	Baetora
en	bts	Batak Simalungun
en	btt	Bete-Bendi
en	btu	Batu
en	btv	Bateri
en	btw	Butuanon
en	btx	Batak Karo
en	bty	Bobot
en	btz	Batak Alas-Kluet
en	bua	Buriat
en	bub	Bua
en	buc	Bushi
en	bud	Ntcham
en	bue	Beothuk
en	buf	Bushoong
en	bug	Buginese
en	buh	Younuo Bunu
en	bui	Bongili
en	buj	Basa-Gurmana
en	buk	Bugawac
en	bg	Bulgarian
en	bum	Bulu (Cameroon)
en	bun	Sherbro
en	buo	Terei
en	bup	Busoa
en	buq	Brem
en	bus	Bokobaru
en	but	Bungain
en	buu	Budu
en	buv	Bun
en	buw	Bubi
en	bux	Boghom
en	buy	Bullom So
en	buz	Bukwen
en	bva	Barein
en	bvb	Bube
en	bvc	Baelelea
en	bvd	Baeggu
en	bve	Berau Malay
en	bvf	Boor
en	bvg	Bonkeng
en	bvh	Bure
en	bvi	Belanda Viri
en	bvj	Baan
en	bvk	Bukat
en	bvl	Bolivian Sign Language
en	bvm	Bamunka
en	bvn	Buna
en	bvo	Bolgo
en	bvp	Bumang
en	bvq	Birri
en	bvr	Burarra
en	bvt	Bati (Indonesia)
en	bvu	Bukit Malay
en	bvv	Baniva
en	bvw	Boga
en	bvx	Dibole
en	bvy	Baybayanon
en	bvz	Bauzi
en	bwa	Bwatoo
en	bwb	Namosi-Naitasiri-Serua
en	bwc	Bwile
en	bwd	Bwaidoka
en	bwe	Bwe Karen
en	bwf	Boselewa
en	bwg	Barwe
en	bwh	Bishuo
en	bwi	Baniwa
en	bwj	Láá Láá Bwamu
en	bwk	Bauwaki
en	bwl	Bwela
en	bwm	Biwat
en	bwn	Wunai Bunu
en	bwo	Boro (Ethiopia)
en	bwp	Mandobo Bawah
en	bwq	Southern Bobo Madaré
en	bwr	Bura-Pabir
en	bws	Bomboma
en	bwt	Bafaw-Balong
en	bwu	Buli (Ghana)
en	bww	Bwa
en	bwx	Bu-Nao Bunu
en	bwy	Cwi Bwamu
en	bwz	Bwisi
en	bxa	Tairaha
en	bxb	Belanda Bor
en	bxc	Molengue
en	bxd	Pela
en	bxe	Birale
en	bxf	Bilur
en	bxg	Bangala
en	bxh	Buhutu
en	bxi	Pirlatapa
en	bxj	Bayungu
en	bxk	Bukusu
en	bxl	Jalkunan
en	bxm	Mongolia Buriat
en	bxn	Burduna
en	bxo	Barikanchi
en	bxp	Bebil
en	bxq	Beele
en	bxr	Russia Buriat
en	bxs	Busam
en	bxu	China Buriat
en	bxv	Berakou
en	bxw	Bankagooma
en	bxz	Binahari
en	bya	Batak
en	byb	Bikya
en	byc	Ubaghara
en	byd	Benyadu'
en	bye	Pouye
en	byf	Bete
en	byg	Baygo
en	byh	Bhujel
en	byi	Buyu
en	byj	Bina (Nigeria)
en	byk	Biao
en	byl	Bayono
en	bym	Bidyara
en	byn	Bilin
en	byo	Biyo
en	byp	Bumaji
en	byq	Basay
en	byr	Baruya
en	bys	Burak
en	byt	Berti
en	byv	Medumba
en	byw	Belhariya
en	byx	Qaqet
en	byz	Banaro
en	bza	Bandi
en	bzb	Andio
en	bzc	Southern Betsimisaraka Malagasy
en	bzd	Bribri
en	bze	Jenaama Bozo
en	bzf	Boikin
en	bzg	Babuza
en	bzh	Mapos Buang
en	bzi	Bisu
en	bzj	Belize Kriol English
en	bzk	Nicaragua Creole English
en	bzl	Boano (Sulawesi)
en	bzm	Bolondo
en	bzn	Boano (Maluku)
en	bzo	Bozaba
en	bzp	Kemberano
en	bzq	Buli (Indonesia)
en	bzr	Biri
en	bzs	Brazilian Sign Language
en	bzt	Brithenig
en	bzu	Burmeso
en	bzv	Naami
en	bzw	Basa (Nigeria)
en	bzx	Kɛlɛngaxo Bozo
en	bzy	Obanliku
en	bzz	Evant
en	caa	Chortí
en	cab	Garifuna
en	cac	Chuj
en	cad	Caddo
en	cae	Lehar
en	caf	Southern Carrier
en	cag	Nivaclé
en	cah	Cahuarano
en	caj	Chané
